username;title;artist;picture
User;Kid Cudi;;kid_cudi.png
User;Scorpions;;scorpions.jpg
User;Led Zeppelin;;led_zeppelin.jpg
User;Megadeth;;megadeth.jpg
User;Motörhead;;motörhead.png
